node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACAD8	PDHB	9606.ENSP00000281182	9606.ENSP00000307241	0.049	0	0	0	0.126	0.071	0.265	0.226	0.481
ACAD8	GCDH	9606.ENSP00000281182	9606.ENSP00000466845	0	0	0.107	0.659	0.240	0	0	0.329	0.505
ACAD8	IVD	9606.ENSP00000281182	9606.ENSP00000499074	0	0	0.129	0.810	0.279	0.091	0	0.249	0.514
ACAD8	ALDH6A1	9606.ENSP00000281182	9606.ENSP00000450436	0	0	0	0	0.158	0.062	0	0.471	0.546
ACAD8	AUH	9606.ENSP00000281182	9606.ENSP00000364883	0.046	0	0	0	0.326	0.091	0.185	0.265	0.586
ACAD8	MCCC2	9606.ENSP00000281182	9606.ENSP00000343657	0.057	0.004	0	0	0.244	0	0.265	0.360	0.619
ACAD8	BCKDHB	9606.ENSP00000281182	9606.ENSP00000318351	0.049	0	0	0	0.192	0.053	0.265	0.475	0.668
ACAD8	HIBCH	9606.ENSP00000281182	9606.ENSP00000352706	0.046	0	0	0	0.331	0.091	0.185	0.491	0.715
ACAD8	DBT	9606.ENSP00000281182	9606.ENSP00000359151	0	0	0	0	0.126	0	0.918	0.289	0.944
ACAD8	ACADSB	9606.ENSP00000281182	9606.ENSP00000357873	0	0	0.115	0.817	0.259	0.248	0.900	0.230	0.955
ACADSB	HSD17B10	9606.ENSP00000357873	9606.ENSP00000168216	0	0	0	0	0.117	0.060	0	0.449	0.503
ACADSB	DLD	9606.ENSP00000357873	9606.ENSP00000205402	0.042	0	0	0	0.111	0	0.216	0.300	0.471
ACADSB	PDHX	9606.ENSP00000357873	9606.ENSP00000227868	0	0	0	0	0.132	0	0.218	0.193	0.405
ACADSB	HIBADH	9606.ENSP00000357873	9606.ENSP00000265395	0	0	0	0	0.220	0.070	0	0.469	0.581
ACADSB	MCCC1	9606.ENSP00000357873	9606.ENSP00000265594	0.057	0	0	0	0.193	0.052	0.229	0.355	0.576
ACADSB	ACAT1	9606.ENSP00000357873	9606.ENSP00000265838	0.054	0	0	0	0.373	0.051	0.918	0.416	0.968
ACADSB	BCKDHA	9606.ENSP00000357873	9606.ENSP00000269980	0.047	0	0	0	0.103	0	0.381	0.520	0.712
ACADSB	DLAT	9606.ENSP00000357873	9606.ENSP00000280346	0	0	0	0	0.128	0	0.218	0.232	0.431
ACADSB	HPD	9606.ENSP00000357873	9606.ENSP00000289004	0.057	0	0	0	0.122	0	0.265	0.188	0.439
ACADSB	ETHE1	9606.ENSP00000357873	9606.ENSP00000292147	0.053	0	0	0	0.109	0	0.106	0.688	0.733
ACADSB	PDHB	9606.ENSP00000357873	9606.ENSP00000307241	0.049	0	0	0	0.087	0.053	0.265	0.236	0.455
ACADSB	BCKDHB	9606.ENSP00000357873	9606.ENSP00000318351	0.049	0	0	0	0.163	0.053	0.393	0.544	0.753
ACADSB	BCAT2	9606.ENSP00000357873	9606.ENSP00000322991	0	0	0	0	0.083	0	0	0.500	0.522
ACADSB	MCCC2	9606.ENSP00000357873	9606.ENSP00000343657	0.057	0.158	0	0	0.301	0	0.265	0.413	0.717
ACADSB	ALDH9A1	9606.ENSP00000357873	9606.ENSP00000346827	0.042	0	0	0	0.233	0	0.182	0.310	0.530
ACADSB	HIBCH	9606.ENSP00000357873	9606.ENSP00000352706	0.046	0	0	0	0.367	0.091	0.217	0.596	0.795
ACADSB	PDHA1	9606.ENSP00000357873	9606.ENSP00000369134	0	0	0	0	0.111	0.133	0	0.285	0.401
ACADSB	BCAT1	9606.ENSP00000357873	9606.ENSP00000443459	0	0	0	0	0.067	0	0	0.393	0.410
ACADSB	ALDH4A1	9606.ENSP00000357873	9606.ENSP00000364490	0.042	0	0	0	0.139	0	0.182	0.233	0.413
ACADSB	NDUFAB1	9606.ENSP00000357873	9606.ENSP00000458770	0.057	0	0	0	0.049	0	0.265	0.232	0.426
ACADSB	ALDH7A1	9606.ENSP00000357873	9606.ENSP00000387123	0.042	0	0	0	0.139	0	0.182	0.257	0.432
ACADSB	PPM1K	9606.ENSP00000357873	9606.ENSP00000477341	0	0	0	0	0.076	0	0	0.411	0.433
ACADSB	BCKDK	9606.ENSP00000357873	9606.ENSP00000378405	0	0	0	0	0.108	0	0	0.426	0.467
ACADSB	AUH	9606.ENSP00000357873	9606.ENSP00000364883	0.046	0	0	0	0.361	0.091	0.278	0.343	0.689
ACADSB	ALDH6A1	9606.ENSP00000357873	9606.ENSP00000450436	0	0	0	0	0.341	0.062	0	0.636	0.755
ACADSB	GCDH	9606.ENSP00000357873	9606.ENSP00000466845	0	0	0.106	0.714	0.274	0	0.900	0.265	0.946
ACADSB	DBT	9606.ENSP00000357873	9606.ENSP00000359151	0	0	0	0	0.133	0	0.918	0.373	0.951
ACAT1	HSD17B10	9606.ENSP00000265838	9606.ENSP00000168216	0	0	0	0	0.132	0.080	0.314	0.303	0.567
ACAT1	DLD	9606.ENSP00000265838	9606.ENSP00000205402	0	0	0	0	0.243	0.187	0.105	0.411	0.632
ACAT1	PDHX	9606.ENSP00000265838	9606.ENSP00000227868	0.057	0	0	0	0.298	0	0	0.323	0.513
ACAT1	MCCC1	9606.ENSP00000265838	9606.ENSP00000265594	0.061	0	0	0	0.161	0.094	0.154	0.163	0.402
ACAT1	BCKDHB	9606.ENSP00000265838	9606.ENSP00000318351	0.072	0	0	0	0.167	0	0	0.309	0.420
ACAT1	GLUD1	9606.ENSP00000265838	9606.ENSP00000277865	0.052	0	0	0	0.204	0	0	0.297	0.423
ACAT1	ALDH4A1	9606.ENSP00000265838	9606.ENSP00000364490	0	0	0	0	0.105	0	0.214	0.252	0.429
ACAT1	ALDH7A1	9606.ENSP00000265838	9606.ENSP00000387123	0	0	0	0	0.147	0	0.214	0.259	0.460
ACAT1	ALDH9A1	9606.ENSP00000265838	9606.ENSP00000346827	0	0	0	0	0.157	0	0.214	0.271	0.475
ACAT1	MCCC2	9606.ENSP00000265838	9606.ENSP00000343657	0.079	0	0	0	0.258	0	0.177	0.181	0.478
ACAT1	PDHB	9606.ENSP00000265838	9606.ENSP00000307241	0.072	0	0	0	0.361	0	0	0.210	0.491
ACAT1	GCDH	9606.ENSP00000265838	9606.ENSP00000466845	0.054	0	0	0	0.338	0.051	0.216	0.267	0.596
ACAT1	PDHA1	9606.ENSP00000265838	9606.ENSP00000369134	0	0	0	0	0.283	0.359	0	0.345	0.673
ACAT1	IVD	9606.ENSP00000265838	9606.ENSP00000499074	0.054	0	0	0	0.347	0.051	0.216	0.423	0.686
ACAT1	AUH	9606.ENSP00000265838	9606.ENSP00000364883	0.054	0	0	0	0.371	0.330	0.216	0.239	0.719
ACAT1	HIBCH	9606.ENSP00000265838	9606.ENSP00000352706	0.054	0	0	0	0.445	0.296	0.216	0.273	0.751
ACAT1	DLST	9606.ENSP00000265838	9606.ENSP00000335304	0.057	0	0	0	0.123	0.074	0.800	0.156	0.847
ACAT1	ALDH6A1	9606.ENSP00000265838	9606.ENSP00000450436	0	0	0	0	0.173	0.113	0.900	0.259	0.938
ACAT1	DLAT	9606.ENSP00000265838	9606.ENSP00000280346	0.057	0	0	0	0.365	0	0.900	0.256	0.949
ACMSD	AGXT2	9606.ENSP00000348459	9606.ENSP00000231420	0.060	0	0	0	0.377	0	0	0.133	0.448
ACMSD	KYAT3	9606.ENSP00000348459	9606.ENSP00000260508	0.042	0	0	0	0.074	0	0.151	0.496	0.569
ACMSD	KYNU	9606.ENSP00000348459	9606.ENSP00000264170	0.231	0	0.241	0	0.214	0	0	0.794	0.893
ACMSD	MCCC1	9606.ENSP00000348459	9606.ENSP00000265594	0.100	0	0	0	0	0	0	0.761	0.776
ACMSD	HNMT	9606.ENSP00000348459	9606.ENSP00000280097	0	0	0	0	0.043	0	0	0.405	0.406
ACMSD	AFMID	9606.ENSP00000348459	9606.ENSP00000328938	0.042	0	0	0	0.092	0	0	0.669	0.687
ACMSD	ALDH9A1	9606.ENSP00000348459	9606.ENSP00000346827	0.059	0.026	0	0	0.110	0	0.287	0.222	0.473
ACMSD	GCDH	9606.ENSP00000348459	9606.ENSP00000466845	0.057	0	0	0	0.067	0	0.184	0.289	0.421
ACMSD	ALDH7A1	9606.ENSP00000348459	9606.ENSP00000387123	0.059	0.006	0	0	0.103	0	0.287	0.157	0.424
ACMSD	ALDH4A1	9606.ENSP00000348459	9606.ENSP00000364490	0.059	0	0	0	0.103	0	0.287	0.157	0.424
ACMSD	IDO2	9606.ENSP00000348459	9606.ENSP00000443432	0	0	0	0	0.104	0	0	0.517	0.549
ACMSD	IDO1	9606.ENSP00000348459	9606.ENSP00000430950	0	0	0	0	0.086	0	0	0.546	0.568
ACMSD	KYAT1	9606.ENSP00000348459	9606.ENSP00000399415	0.042	0	0	0	0.074	0	0.151	0.561	0.625
ACMSD	TDO2	9606.ENSP00000348459	9606.ENSP00000444788	0.041	0	0	0	0.215	0	0	0.759	0.803
ACMSD	KMO	9606.ENSP00000348459	9606.ENSP00000355517	0.115	0	0.323	0	0.296	0	0	0.753	0.882
ADI1	MRI1	9606.ENSP00000333666	9606.ENSP00000040663	0.231	0	0.235	0	0.248	0.229	0	0.775	0.909
ADI1	ODC1	9606.ENSP00000333666	9606.ENSP00000234111	0	0	0	0	0.074	0.071	0	0.387	0.427
ADI1	BHMT2	9606.ENSP00000333666	9606.ENSP00000255192	0.106	0	0	0	0.304	0	0	0.430	0.614
ADI1	KYAT3	9606.ENSP00000333666	9606.ENSP00000260508	0.084	0	0	0	0.123	0	0.402	0.166	0.546
ADI1	PAPSS1	9606.ENSP00000333666	9606.ENSP00000265174	0	0	0	0	0.061	0	0	0.411	0.423
ADI1	ENOPH1	9606.ENSP00000333666	9606.ENSP00000273920	0.231	0	0.309	0	0.054	0	0.980	0.811	0.997
ADI1	BHMT	9606.ENSP00000333666	9606.ENSP00000274353	0.106	0	0	0	0.304	0	0	0.354	0.563
ADI1	BCAT2	9606.ENSP00000333666	9606.ENSP00000322991	0	0	0	0	0.049	0.098	0.407	0	0.446
ADI1	SMS	9606.ENSP00000333666	9606.ENSP00000385746	0	0	0	0	0.062	0	0	0.414	0.427
ADI1	BCAT1	9606.ENSP00000333666	9606.ENSP00000443459	0	0	0	0	0.044	0.098	0.407	0	0.443
ADI1	MAT1A	9606.ENSP00000333666	9606.ENSP00000361287	0	0	0	0	0	0	0	0.473	0.473
ADI1	SRM	9606.ENSP00000333666	9606.ENSP00000366156	0	0	0	0	0.047	0	0	0.500	0.503
ADI1	MTR	9606.ENSP00000333666	9606.ENSP00000355536	0.106	0	0	0	0.310	0	0	0.314	0.540
ADI1	CTH	9606.ENSP00000333666	9606.ENSP00000359976	0	0	0	0	0.295	0	0	0.374	0.540
ADI1	GPT2	9606.ENSP00000333666	9606.ENSP00000345282	0.084	0	0	0	0.123	0	0.402	0.166	0.545
ADI1	GPT	9606.ENSP00000333666	9606.ENSP00000378408	0.084	0	0	0	0.123	0	0.402	0.166	0.546
ADI1	KYAT1	9606.ENSP00000333666	9606.ENSP00000399415	0.084	0	0	0	0.125	0	0.402	0.166	0.547
ADI1	MTAP	9606.ENSP00000333666	9606.ENSP00000494373	0.100	0	0	0	0.042	0.102	0	0.488	0.551
ADI1	IL4I1	9606.ENSP00000333666	9606.ENSP00000472474	0	0	0	0	0.049	0	0.900	0.163	0.913
ADI1	TAT	9606.ENSP00000333666	9606.ENSP00000348234	0.084	0	0	0	0.123	0	0.937	0.239	0.956
ADI1	APIP	9606.ENSP00000333666	9606.ENSP00000379133	0.111	0.721	0.445	0	0.392	0	0	0.594	0.959
ADO	CDO1	9606.ENSP00000362888	9606.ENSP00000250535	0	0	0	0	0.049	0	0	0.986	0.986
ADO	CSAD	9606.ENSP00000362888	9606.ENSP00000267085	0	0	0	0	0	0	0.900	0.709	0.969
ADO	GADL1	9606.ENSP00000362888	9606.ENSP00000282538	0	0	0	0	0	0	0.900	0.502	0.948
AFMID	KYAT3	9606.ENSP00000328938	9606.ENSP00000260508	0	0	0	0	0.060	0	0.900	0.654	0.964
AFMID	SLC7A5	9606.ENSP00000328938	9606.ENSP00000261622	0	0	0	0	0.060	0	0	0.394	0.406
AFMID	KYNU	9606.ENSP00000328938	9606.ENSP00000264170	0.095	0	0	0	0.124	0	0.938	0.788	0.988
AFMID	HGD	9606.ENSP00000328938	9606.ENSP00000283871	0	0	0	0	0.100	0	0	0.365	0.404
AFMID	PCBD1	9606.ENSP00000328938	9606.ENSP00000299299	0	0	0	0	0.057	0.734	0	0.102	0.755
AFMID	NDUFAB1	9606.ENSP00000328938	9606.ENSP00000458770	0.056	0	0	0	0	0.326	0	0.163	0.420
AFMID	DDC	9606.ENSP00000328938	9606.ENSP00000403644	0	0	0	0	0.067	0.047	0.900	0.289	0.928
AFMID	KYAT1	9606.ENSP00000328938	9606.ENSP00000399415	0	0	0	0	0.067	0	0.900	0.657	0.965
AFMID	IDO1	9606.ENSP00000328938	9606.ENSP00000430950	0	0	0	0	0.067	0	0.913	0.643	0.968
AFMID	IDO2	9606.ENSP00000328938	9606.ENSP00000443432	0	0	0	0	0.067	0	0.912	0.711	0.974
AFMID	KMO	9606.ENSP00000328938	9606.ENSP00000355517	0	0	0	0	0.105	0	0.920	0.811	0.985
AFMID	TDO2	9606.ENSP00000328938	9606.ENSP00000444788	0.095	0	0	0	0.102	0	0.938	0.806	0.989
AGMAT	OTC	9606.ENSP00000364986	9606.ENSP00000039007	0	0	0	0	0.113	0.092	0.673	0.579	0.874
AGMAT	CRYM	9606.ENSP00000364986	9606.ENSP00000219599	0.115	0	0	0	0.062	0	0.673	0.306	0.786
AGMAT	AGXT2	9606.ENSP00000364986	9606.ENSP00000231420	0.079	0	0	0	0.139	0	0.311	0.502	0.691
AGMAT	ODC1	9606.ENSP00000364986	9606.ENSP00000234111	0.091	0	0	0	0.134	0	0.937	0.779	0.987
AGMAT	HAL	9606.ENSP00000364986	9606.ENSP00000261208	0.115	0	0	0	0.382	0	0.420	0.315	0.753
AGMAT	ARG2	9606.ENSP00000364986	9606.ENSP00000261783	0	0	0.198	0.623	0.120	0	0	0.404	0.543
AGMAT	DHTKD1	9606.ENSP00000364986	9606.ENSP00000263035	0	0	0	0	0	0	0	0.405	0.405
AGMAT	BBOX1	9606.ENSP00000364986	9606.ENSP00000263182	0	0	0	0	0.086	0	0.428	0.104	0.490
AGMAT	KYNU	9606.ENSP00000364986	9606.ENSP00000264170	0	0	0	0	0.132	0	0	0.384	0.443
AGMAT	PAOX	9606.ENSP00000364986	9606.ENSP00000278060	0	0	0	0	0.043	0	0	0.524	0.525
AGMAT	NAGS	9606.ENSP00000364986	9606.ENSP00000293404	0.056	0	0	0	0.105	0	0	0.393	0.442
AGMAT	AGXT	9606.ENSP00000364986	9606.ENSP00000302620	0	0	0	0	0.129	0	0	0.385	0.442
AGMAT	ASL	9606.ENSP00000364986	9606.ENSP00000307188	0	0	0	0	0.042	0	0.449	0.519	0.723
AGMAT	GLUL	9606.ENSP00000364986	9606.ENSP00000307900	0.049	0	0	0	0	0	0.340	0.338	0.548
AGMAT	GLS2	9606.ENSP00000364986	9606.ENSP00000310447	0	0	0	0	0.071	0	0	0.433	0.451
AGMAT	TMLHE	9606.ENSP00000364986	9606.ENSP00000335261	0	0	0	0	0.051	0	0.428	0.085	0.460
AGMAT	AZIN1	9606.ENSP00000364986	9606.ENSP00000337180	0.091	0	0	0	0.110	0	0.402	0.489	0.719
AGMAT	ARG1	9606.ENSP00000364986	9606.ENSP00000349446	0	0	0.191	0.631	0.090	0	0	0.372	0.498
AGMAT	PRODH	9606.ENSP00000364986	9606.ENSP00000349577	0.091	0	0	0	0.103	0	0.180	0.348	0.506
AGMAT	OAT	9606.ENSP00000364986	9606.ENSP00000357838	0.115	0	0	0	0.321	0.067	0.673	0.598	0.912
AGMAT	CTH	9606.ENSP00000364986	9606.ENSP00000359976	0.097	0	0	0	0.139	0	0	0.374	0.471
AGMAT	ALDH18A1	9606.ENSP00000364986	9606.ENSP00000360268	0	0	0	0	0.044	0	0	0.438	0.439
AGMAT	MAT1A	9606.ENSP00000364986	9606.ENSP00000361287	0.090	0	0	0	0.142	0	0	0.299	0.405
AGMAT	ASS1	9606.ENSP00000364986	9606.ENSP00000361471	0	0	0	0	0.110	0	0	0.608	0.636
AGMAT	ALDH4A1	9606.ENSP00000364986	9606.ENSP00000364490	0.055	0	0	0	0.130	0	0.147	0.286	0.432
AGMAT	FTCD	9606.ENSP00000364986	9606.ENSP00000380856	0.113	0	0	0	0.148	0	0	0.273	0.403
AGMAT	CBS	9606.ENSP00000364986	9606.ENSP00000381231	0.095	0	0	0	0.101	0	0.152	0.250	0.413
AGMAT	SUOX	9606.ENSP00000364986	9606.ENSP00000377668	0	0	0	0	0.087	0	0	0.392	0.421
AGMAT	GLDC	9606.ENSP00000364986	9606.ENSP00000370737	0.042	0	0	0	0.088	0	0	0.429	0.458
AGMAT	CPS1	9606.ENSP00000364986	9606.ENSP00000402608	0	0	0	0	0.196	0.057	0.276	0.175	0.486
AGMAT	GATM	9606.ENSP00000364986	9606.ENSP00000379895	0	0	0	0	0.060	0	0	0.493	0.503
AGMAT	SMOX	9606.ENSP00000364986	9606.ENSP00000478305	0	0	0	0	0	0	0	0.523	0.523
AGMAT	SMS	9606.ENSP00000364986	9606.ENSP00000385746	0.102	0	0	0	0.251	0	0.449	0.709	0.878
AGMAT	SAT1	9606.ENSP00000364986	9606.ENSP00000368572	0.057	0	0	0	0.074	0	0.900	0.501	0.950
AGMAT	SRM	9606.ENSP00000364986	9606.ENSP00000366156	0.102	0	0	0	0.261	0	0.942	0.715	0.987
AGXT	OTC	9606.ENSP00000302620	9606.ENSP00000039007	0	0	0	0	0.228	0	0	0.363	0.488
AGXT	DLD	9606.ENSP00000302620	9606.ENSP00000205402	0	0	0	0	0	0	0.900	0.368	0.934
AGXT	DAO	9606.ENSP00000302620	9606.ENSP00000228476	0.108	0	0	0	0.194	0	0.900	0.561	0.964
AGXT	AGXT2	9606.ENSP00000302620	9606.ENSP00000231420	0.111	0	0	0	0.375	0.109	0.900	0.953	0.997
AGXT	GOT2	9606.ENSP00000302620	9606.ENSP00000245206	0	0	0	0	0	0.102	0	0.384	0.423
