"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PPCDC",3.05628398530566,2.9792636819947,45.8785441524351,1.2677590602474e-159,2.45663785667457e-159,354.725586370595
"F12",8.36324819274695,8.29727313075201,45.8797786601697,1.25653815793815e-159,2.435257582024e-159,354.707518514219
"KBTBD7",2.92829078694707,2.95055394718286,45.8694172708217,1.35389235591871e-159,2.62276253375839e-159,354.667255448693
"HAUS1",3.16141366739577,3.08734222825979,45.8709474479874,1.33905284520419e-159,2.59440240200908e-159,354.663923241618
"WDFY2",2.84546150519699,2.91112043016279,45.8640242904905,1.40751924931068e-159,2.72624198222189e-159,354.632307519099
"APCS",9.36109107350035,9.25512969885269,45.8547440796387,1.50483087206669e-159,2.91385694580738e-159,354.561593319095
"RNF123",4.57750453402341,4.71653749046673,45.8577662344412,1.47242224345984e-159,2.85152813537323e-159,354.45908360959
"LATS2",3.71888608774215,3.92582844733565,45.8485899961757,1.57305210134901e-159,3.04504809065727e-159,354.457658940269
"BTN3A3",4.09143770222809,4.12920662722841,45.8501301271408,1.55569354296902e-159,3.01189505702724e-159,354.43758663634
"MYL6B",3.68579605643791,3.7031560823368,45.8121017837105,2.04619478548811e-159,3.95975736539027e-159,354.19755936639
"ADD3",4.48631373802474,4.51430737502913,45.8182634607408,1.9572993819022e-159,3.78829315540445e-159,354.179351905371
"ACTR5",2.84656473965658,2.85366809302077,45.7975960985065,2.2717755916318e-159,4.39564207516719e-159,354.153841505458
"GMNN",5.23418722068828,4.96905880303207,45.7896465542213,2.40580416799632e-159,4.65427956647821e-159,353.946163693911
"SPSB1",4.98582904663757,5.01169743930803,45.7879399635903,2.43559475288774e-159,4.71121076195309e-159,353.938339545344
"SLC7A2",7.06755302900964,7.14850908017931,45.7544146290856,3.10190504535052e-159,5.99827886003086e-159,353.741765829658
"HLA-DPA1",6.26769795751615,6.26603051948318,45.7563034219666,3.05992055372574e-159,5.91797293093615e-159,353.722678622288
"TUBA1A",4.1503541518483,4.21032445806255,45.7482426642041,3.24316405272026e-159,6.27050343199017e-159,353.697852654733
"ELF3",5.60930539855572,5.51768951336544,45.7369504728966,3.51850900491726e-159,6.80185716684437e-159,353.56623127005
"ACTA2",4.97887195920376,4.9003028364843,45.7292657559423,3.71916982692712e-159,7.18869750592388e-159,353.514850358242
"NEURL1B",3.8950361430231,3.6546285285781,45.7038236064439,4.46902616531371e-159,8.63550703897176e-159,353.397759859953
"C1QB",6.04492423083378,6.20767107400753,45.7074475727571,4.3536056299518e-159,8.41373159467023e-159,353.362657397618
"DNAL1",2.21944398933617,2.338562633841,45.6797393384491,5.3180272109614e-159,1.02714484516293e-158,353.318787577822
"LIMK1",3.61560768208133,3.43067489156829,45.687856317843,5.01521429740369e-159,9.68802440582802e-159,353.306379352128
"TMBIM4",4.08342470064059,4.10575604460428,45.6890083662582,4.97365939126692e-159,9.60918097506449e-159,353.275304817546
"IFFO2",3.56806478107111,3.4684284479484,45.6771533686178,5.41829674855637e-159,1.04635568585132e-158,353.233215169882
"TLE3",4.50995826861454,4.51227251020942,45.676922911812,5.42732400123741e-159,1.04794315795525e-158,353.157304763741
"DCUN1D3",3.11169633700459,3.39317099863888,45.6561252170754,6.3072513205761e-159,1.21748324762666e-158,353.11743599556
"IL11RA",3.62778301638559,3.60173733133259,45.658065250613,6.21945413420126e-159,1.20071429821424e-158,353.090591849895
"HSF2",2.72856822140939,2.66690298364554,45.6408448100112,7.04363062843767e-159,1.35942385156071e-158,353.027670317046
"PRIM2",3.19820915943602,3.0428738110273,45.6190884068369,8.2432109309053e-159,1.59047066349231e-158,352.843864700039
"OAS1",5.06929838573869,5.04528015932131,45.6242224126523,7.94286586166235e-159,1.53274886991692e-158,352.753105784789
"NUDT19",3.81744747030949,3.72954332359762,45.5679140958903,1.19353656159558e-158,2.30250435612624e-158,352.421514133806
"SARDH",6.53837943131936,6.73470774721237,45.5461948239292,1.39666936298873e-158,2.69397668455883e-158,352.213203959739
"GADD45B",6.22804824201806,6.6204482786709,45.5280024954279,1.59325159721672e-158,3.07269950891797e-158,352.069984071005
"SHB",3.90578007963973,4.18429440641116,45.5086807011038,1.83249537660624e-158,3.53357349012401e-158,351.985383050296
"SAV1",3.46850229421642,3.55112048157116,45.4898009958014,2.10101065722334e-158,4.05074605186454e-158,351.886380774595
"ZNF385A",3.53093462300222,3.54440034898733,45.4809856753897,2.23955772058113e-158,4.31722370746432e-158,351.816978895988
"WDR4",2.8911423406661,2.8660468414875,45.4719992219389,2.39022313526138e-158,4.606295868473e-158,351.798743458076
"ERICH1",2.82824998376766,2.94096771740336,45.4676419967751,2.46689109742993e-158,4.75334045731788e-158,351.770240246145
"ODF3B",4.15459918571489,4.29934309246974,45.4722291358515,2.38624464108236e-158,4.59931124276292e-158,351.700483614758
"PER2",3.65110412114106,3.808170651028,45.4489978555961,2.8237771053447e-158,5.43858716700454e-158,351.574715131214
"RFC4",4.07562045975165,3.78129811281329,45.453749740468,2.72817864683517e-158,5.25524415402675e-158,351.572874389815
"STARD4",4.31968969659876,4.3452595011776,45.4560674805902,2.68273387693235e-158,5.16847127425017e-158,351.571030713819
"SLC25A33",4.62142506975206,4.56204581778134,45.4476777617244,2.85092563528072e-158,5.49006097648143e-158,351.490889504268
"IGFBP3",6.62838915780885,6.90486209032642,45.4453489813482,2.89945768219402e-158,5.58269190788047e-158,351.485586210545
"NLRC5",3.88926738380537,3.7766454257277,45.432273271211,3.18774242405375e-158,6.136853077555e-158,351.432379123095
"TFAP4",2.80440227514095,2.77403145338404,45.3921066983045,4.26570454376049e-158,8.20843160613683e-158,351.223981782606
"TMCO6",3.91498553864865,3.99287690418729,45.3974438699267,4.10370908267598e-158,7.89787638659053e-158,351.177975806212
"TM4SF1",6.44870565804449,6.41577447649866,45.3978815376942,4.09070157809836e-158,7.87400939599279e-158,351.134156714933
"PFDN4",3.84729937871389,3.71891401094217,45.3812597083741,4.61495256021356e-158,8.87916872585089e-158,351.06605838274
"KIAA1958",3.38796901621562,3.34616683700043,45.3735606327926,4.88009981852716e-158,9.38792124769845e-158,351.050318597661
"CASP8AP2",3.00051578898158,2.96252472729892,45.3638350508948,5.23697067037654e-158,1.00729469929177e-157,351.008195908927
"WRAP53",2.6370860571376,2.73478419911938,45.3408229890091,6.18904266267786e-158,1.19024281149411e-157,350.858690872007
"TNFRSF12A",5.44074157350927,5.58783801617323,45.3290044401302,6.74357312814495e-158,1.29669505796888e-157,350.609178941694
"KIAA1586",2.76954862611981,2.6853034339861,45.2923060804817,8.80340300092927e-158,1.69227049693707e-157,350.501273833551
"WWC2",4.0452440053821,4.28490952098297,45.3057610862437,7.98364092628877e-158,1.53491553974408e-157,350.500648179437
"DMPK",3.02692401819474,3.04498642558255,45.2832578166234,9.40160580798711e-158,1.80699503667794e-157,350.421406121696
"CMBL",7.07458942778145,7.13775481850934,45.2822466748918,9.47093592977771e-158,1.82005097543686e-157,350.321116233005
"INPP5F",2.71399048022289,2.57431406185598,45.2367054681645,1.31873512862699e-157,2.53386789694907e-157,350.099625782642
"MAK16",3.02929430033721,3.08257337742287,45.2168229784548,1.52388977999969e-157,2.92719369514214e-157,349.938335041223
"SNHG1",4.26157973002907,4.1232058883579,45.2269878249595,1.41529511756087e-157,2.71899965854482e-157,349.910873061935
"TGDS",3.72332818456553,3.84266526653198,45.2137673926119,1.55813774271506e-157,2.9925369512926e-157,349.859577671598
"TRPM4",4.15638199500519,4.17073582429705,45.1937357060356,1.80258156923414e-157,3.46150034594762e-157,349.676760791138
"GSTA4",4.81491547646486,4.59022340206526,45.1923031690928,1.82146857371562e-157,3.49725197617457e-157,349.625712767308
"RFC3",3.26975720622869,3.09380867315163,45.1575525306103,2.3456439879268e-157,4.501681464638e-157,349.489670463615
"CPE",5.97470583213081,5.25143043166835,45.1735933317563,2.08714647831154e-157,4.00676590004907e-157,349.487246381194
"MTRF1",2.7548291088267,2.76221941432522,45.1451187536388,2.56789304007221e-157,4.92603056298639e-157,349.431717640378
"GK",4.98386289100737,4.85645546125342,45.16331910501,2.24921535632212e-157,4.31725684785034e-157,349.408821841607
"TMEM64",4.88555158380584,5.01190701578285,45.1550857643493,2.38814820691859e-157,4.5825769449249e-157,349.351667126921
"ASTE1",2.11231056311839,2.18511280486632,45.131413764917,2.83739480553347e-157,5.44141263134424e-157,349.345658812781
"DDIT3",4.25011821718621,4.08988706576844,45.1463019548187,2.54586520214237e-157,4.8844956980681e-157,349.324060013007
"UBE2Q2",4.14340553838773,3.91276050153918,45.1429339911811,2.60907024991688e-157,5.00428228262746e-157,349.307809378875
"COMMD3",3.52405019980494,3.45862770844188,45.1186893568067,3.11293074222742e-157,5.96894013720766e-157,349.18509445501
"ORAI3",3.8594378741172,4.01877312553979,45.1116095386025,3.27768780148527e-157,6.28392847326384e-157,349.103513443018
"PPM1M",3.12791575231186,3.00413387446701,45.1009183864803,3.54319664773403e-157,6.7879473173214e-157,349.087678602017
"FLVCR1",4.23007489074368,3.5720083481345,45.1104715284935,3.30497426778226e-157,6.33530639345951e-157,349.064461478878
"ERBB2",5.6037181696197,5.90698530970479,45.1057402466905,3.4208798970606e-157,6.55651818523111e-157,348.985002055892
"HDAC4",3.02715492241853,2.94334231263847,45.0851185301064,3.97555016628338e-157,7.61511357072599e-157,348.979754731652
"PIR",4.78078491196676,4.47756521981253,45.1015405434486,3.52717130228495e-157,6.75824339079001e-157,348.965738649903
"GAS6",5.39189187665389,5.49758521542747,45.1031226334485,3.48674667519988e-157,6.68177350904838e-157,348.964589107215
"RBM12B",2.6235482981655,2.53580522787349,45.0623937532244,4.69175606171677e-157,8.98567113604419e-157,348.834408330375
"CCDC69",4.88659839508331,4.77603845850109,45.0498168264159,5.14232902395445e-157,9.84715821794404e-157,348.583962147778
"LMCD1",3.771678663299,3.75111771851425,45.0346616155257,5.7432584350075e-157,1.09962696882563e-156,348.549822132167
"ANKS3",3.00823903973517,3.01984633969581,45.0217676765938,6.30962766796901e-157,1.20771016247478e-156,348.519085616383
"SLC26A2",3.29475775211932,3.00902696210575,45.023670304245,6.22266035647169e-157,1.19123953492774e-156,348.51158364289
"ZNF566",2.45928944857768,2.46055653601767,45.0071911444512,7.01760237922353e-157,1.34243043303839e-156,348.436992375733
"TMEM186",2.79509844253886,2.85730249504194,45.0073671330583,7.00859695469376e-157,1.34090525413388e-156,348.426038469494
"TSTD1",4.34243044953166,4.35372732275119,45.0177874832232,6.4955177557285e-157,1.24292454830774e-156,348.380154165403
"LHPP",5.15098681516348,5.30026532172583,45.0179883799783,6.48600494448714e-157,1.24128715316909e-156,348.345105523895
"CSNK2B",4.04358074264758,3.93103396051084,45.0053925292662,7.11030585698454e-157,1.35996380213046e-156,348.312861965303
"PLAGL2",3.19036714929678,3.26032020325035,44.9897335595644,7.97105090470762e-157,1.52437105138327e-156,348.272456294996
"C1orf216",3.09619671637233,3.10371060540618,44.946826067763,1.09033603451432e-156,2.08483422853909e-156,347.966023134541
"KLHL15",3.62304798447135,3.80867701431274,44.908800365873,1.43946166652842e-156,2.75158796926768e-156,347.644169245852
"RNASET2",4.27676666835385,4.18111297866919,44.9133521506295,1.39237285236141e-156,2.66196764811094e-156,347.621765614066
"N6AMT1",2.7648698324615,2.76886076769943,44.865288254043,1.97847536999006e-156,3.78082101678353e-156,347.38999865446
"PCDH12",3.52578882610899,3.48739466749045,44.8703583983632,1.90647301459067e-156,3.6437623311978e-156,347.371634278468
"DPP4",6.097346607935,6.1449732763269,44.8514475604772,2.18920948989848e-156,4.18291358618677e-156,347.138701653323
"MMRN2",4.23289932404276,4.21283923445349,44.8266879670183,2.62388131701024e-156,5.01196450419356e-156,346.990792847404
"BLVRA",4.48315621941773,3.95397657918279,44.8193334743702,2.76894137940781e-156,5.28827083740723e-156,346.919150734267
"RASIP1",3.57786040318285,3.52675191260866,44.7540603537344,4.46517520610567e-156,8.52657409229441e-156,346.515496359242
"ZNF324",2.3798751729301,2.40897874954752,44.71610565239,5.896615413957e-156,1.12567020992297e-155,346.311587397096
"HSCB",3.52654448755249,3.63949391192752,44.7223052685931,5.6347174460669e-156,1.07583174760469e-155,346.287736242514
"SERGEF",3.30420431164812,3.33734652082738,44.7059009021649,6.35453916784277e-156,1.212806379818e-155,346.187129900265
"WIPF1",3.95161699481946,4.02894769684575,44.7040614579466,6.4407947482974e-156,1.22901265642284e-155,346.115299417681
"NUFIP1",2.74287043766931,2.7039424347016,44.6904404037104,7.11710934214188e-156,1.35786541833989e-155,346.111349725747
"TOE1",2.41203572954136,2.57663412080275,44.6882593862683,7.23182622636223e-156,1.3795494594854e-155,346.106875872624
"SFXN2",4.272607436782,4.41317894193469,44.7058925140875,6.35492986421919e-156,1.212806379818e-155,346.102834324665
"TCEAL1",3.42984291253505,3.38050972847882,44.6597211720526,8.9152694673875e-156,1.70018508917711e-155,345.837557636995
"SCPEP1",5.09266500084294,5.13240363936484,44.6625071290299,8.73494619623661e-156,1.66604121384234e-155,345.743421697911
"NT5E",5.70051034589022,5.5215616493665,44.634359676168,1.07383306335292e-155,2.04755101949264e-155,345.536911673355
"CKAP2",3.68212413961655,3.44753281643472,44.5994253299708,1.38767877792134e-155,2.64559370065538e-155,345.372084845261
"MED11",3.163137775878,3.12075202324808,44.5890028057228,1.49803438009588e-155,2.85556619614049e-155,345.340636352168
"NDUFA11",3.58940199940063,3.5438839760483,44.5725132196514,1.69087094111814e-155,3.22220703041839e-155,345.182743433595
"GPT2",6.95260039354264,7.05232382376677,44.5765381747597,1.64162079862722e-155,3.1288126374775e-155,345.156420778155
"TACC3",4.44275815324009,4.26855668826197,44.5719473722038,1.69791246341676e-155,3.23515099213519e-155,345.106869770194
"UPP1",3.55239934397414,3.60654915092248,44.5514308056296,1.97408408964038e-155,3.7608082840193e-155,345.030871794138
"INTS2",2.79194214067047,2.88912424918454,44.5268524009003,2.3648326117581e-155,4.50455868713735e-155,344.908388928533
"SERAC1",2.56649398663135,2.54026822552863,44.5048445195477,2.7800765340264e-155,5.2939668544576e-155,344.756457963431
"CHSY1",3.65242085247533,3.79145034179039,44.5138462287937,2.6020613932323e-155,4.95570777444023e-155,344.74535893034
"DDX19B",3.16831998192889,3.39351857631747,44.4592065702607,3.88885981886004e-155,7.40428419110619e-155,344.386281693831
"RIPK2",3.96329463689047,3.86096310487073,44.4267145540917,4.93925494108834e-155,9.40282965697952e-155,344.075953428025
"SFI1",3.56552419587344,3.4513211185823,44.419145002213,5.22227569780985e-155,9.93870083344908e-155,344.056799648867
"SNHG6",4.97319922359778,4.78680321752295,44.4203321606209,5.17683715234153e-155,9.85366907481451e-155,343.965487928579
"POLI",2.69245149112329,2.84181156510123,44.3786109612065,7.03859651722239e-155,1.33875590171598e-154,343.822782186113
"PEX3",3.36752196047628,3.53271322468922,44.3847621564019,6.72681818258547e-155,1.27982988188159e-154,343.821240706696
"SLC43A3",5.37692964869015,5.4648507607241,44.38570711684,6.68016394758253e-155,1.27113976831142e-154,343.70438418642
"LPCAT1",4.76588217128683,4.53527003113,44.3832346080936,6.80292722567129e-155,1.29412063687993e-154,343.699686375885
"DENND1C",3.72201425611411,3.77492105116461,44.3473371612662,8.86242594893939e-155,1.68540526869052e-154,343.513090831101
"PLEKHG2",3.44492776506316,3.33023652251288,44.3402743254388,9.33594011440251e-155,1.77519552365659e-154,343.486410587696
"MAP3K6",3.06129249591517,3.07243401186633,44.3256993888331,1.03947601031211e-154,1.97565856079663e-154,343.410750297989
"ITGB2",4.8111291010103,4.87302311848233,44.3380460667427,9.49052770519242e-155,1.80432562300299e-154,343.364506846894
"RCL1",5.05796571919209,5.48411257220304,44.3294320932106,1.01126408668341e-154,1.9223194809364e-154,343.293025537022
"PDGFB",3.68100124745979,3.60774183483537,44.3069229868541,1.19381074488201e-154,2.26865966400098e-154,343.218689175203
"MXD1",3.2404565390394,3.36716566248148,44.2917933756191,1.33472581747285e-154,2.53533482397542e-154,343.147087545052
"ZDHHC21",2.86276639995133,2.89610890042285,44.2839406960395,1.41431680670292e-154,2.6857336406859e-154,343.116179987028
"RNU6ATAC",-5.86082122512515,-5.84750265260824,-44.8372317219611,2.4290975299475e-156,4.64058393960403e-156,343.103907481114
"ATF7IP2",4.34831596395666,4.35788521117803,44.296770095572,1.28662379740354e-154,2.44467933531525e-154,343.087048658865
"BTG2",4.89883536834477,4.79777446733166,44.2934899551725,1.31812854844918e-154,2.50417429179484e-154,343.032131833949
"DAB2",5.05689860269345,5.08601483267553,44.2905095569223,1.34742418635959e-154,2.55908129690728e-154,343.005758551236
"JRKL",2.79710773178186,2.64032849751059,44.2579137396315,1.71372316333881e-154,3.25334347643344e-154,342.92794561387
"PACSIN3",5.02627964463149,5.13025243894091,44.2760573742266,1.49900298532957e-154,2.84613329977707e-154,342.899938405636
"ZNF45",2.71512874917284,2.75290767483132,44.2494819140411,1.82374630256885e-154,3.46170611392307e-154,342.870057478046
"ATG10",2.93697509612646,2.8775309573675,44.2482867314433,1.83990427432949e-154,3.49186567451661e-154,342.848842427833
"COQ6",2.89302647732221,2.9509342045589,44.2303940152324,2.09968086725171e-154,3.98313693003184e-154,342.7194610351
"CNPY4",2.53671840895282,2.48730561198946,44.2272606700777,2.14881655188972e-154,4.07515779196726e-154,342.713440048458
"SPRED1",3.58726968702041,3.64381402373991,44.2289086944906,2.12283103580748e-154,4.02646511786648e-154,342.651378077492
"RORC",6.61461216511834,6.4096946398568,44.2346231641692,2.03514171681766e-154,3.86183306199751e-154,342.621822326755
"ARHGAP4",4.43376029998619,4.33524777156656,44.2330708202333,2.05859713710088e-154,3.90577078444546e-154,342.610000035343
"GLI4",3.36381647279908,3.08518372433234,44.2129988440971,2.38743324775257e-154,4.52636431949819e-154,342.554736953232
"FNIP2",5.09790233984344,5.31596360248312,44.2194135291356,2.27698790736714e-154,4.31759993473164e-154,342.479636772391
"ZFPM1",3.81138819901185,3.86880623869065,44.1915544836298,2.79713314625579e-154,5.30234537591941e-154,342.354661560699
"PIK3IP1",4.15813142405548,4.00915748908116,44.1800163060353,3.04600477385803e-154,5.77327262085439e-154,342.239327706194
"PLCG2",4.50307065897503,4.74066989887165,44.1674850518535,3.34149924304574e-154,6.33149265676029e-154,342.120917522686
"SRGN",4.73679238363744,4.93541603807144,44.1685811661886,3.31454415009664e-154,6.28133443416096e-154,342.116057207943
"OGFRL1",3.10337349473807,3.09647230718061,44.1450387532982,3.94445456264311e-154,7.4717957125213e-154,342.074094202031
"PRKAG2",4.31248530204249,4.5217370558677,44.1464280396964,3.90415520925826e-154,7.39653737456412e-154,341.978631150922
"ATP6V0E2",5.5866279357017,5.67587271525126,44.1391341528299,4.12043371061447e-154,7.80400650426574e-154,341.884428760531
"ZNF226",3.07378753855429,3.08160564166792,44.1031564756721,5.37627204127428e-154,1.01795662633079e-153,341.767029016621
"HMG20A",3.54311384465,3.64785445862687,44.1008233116003,5.4698585978878e-154,1.03537463359232e-153,341.708823874736
"DGAT2",6.48184020463788,6.43079566085675,44.110736490828,5.08315840532012e-154,9.62598107464165e-154,341.700246932916
"PBLD",6.24613907150577,6.41521400977655,44.1010935295679,5.45893672120287e-154,1.03345788918749e-153,341.619923442908
"AFAP1L1",3.15147085985129,3.12224185664353,44.0840756139729,6.19131311226713e-154,1.17142458317327e-153,341.619320476305
"CYP2J2",6.01083091001206,6.14693868211997,44.0959790641242,5.66941440326059e-154,1.07299161840783e-153,341.57432472839
"NOP16",3.90079231627149,3.88102728884297,44.0870081700237,6.05843046959758e-154,1.14644960671228e-153,341.573435409044
"SMPD2",2.65668282690694,2.64092687154848,44.0713742284211,6.80140440056509e-154,1.2866691762584e-153,341.556907969414
"MRPS17",3.39489993448826,3.23696207995275,44.0688694820332,6.92864819240937e-154,1.31054987000904e-153,341.48633860138
"BLNK",4.24122569650629,4.21832425112928,44.0609099638532,7.34905222174087e-154,1.38986662594654e-153,341.350990904202
"JTB",3.90340403730211,3.67701655117634,44.0440579112024,8.32541612588709e-154,1.57428915589539e-153,341.255307358375
"FGD4",4.21491694987625,4.47739555662112,44.0428479303233,8.40032771219121e-154,1.58822326391363e-153,341.21927157709
"RRS1",3.98600035779931,3.79826427586425,44.0366581732167,8.79424144560491e-154,1.66245725842898e-153,341.192783203044
"SGK3",3.4654565440396,3.37055885383355,44.0023873752795,1.13350704159984e-153,2.14246193410815e-153,340.987335086708
"FAM131A",2.71717227479681,2.701469894425,43.9792576252889,1.34539292189316e-153,2.54258118111561e-153,340.872073352222
"RPP38",2.53649072319372,2.56403155602917,43.9677242579925,1.46544636769177e-153,2.76865754687417e-153,340.794582846393
"NR2C2",3.7823393259126,3.80911694046151,43.9709922040242,1.43037926030774e-153,2.7027986983292e-153,340.724420480112
"SLC2A13",3.62201230504328,3.47093099738381,43.9591370912842,1.56175320821481e-153,2.95018020583065e-153,340.651589752862
"PWWP2B",3.96890125104435,3.67696908680575,43.9584797935946,1.56938112659044e-153,2.96415833202879e-153,340.614634653934
"SPIN3",2.66809734839519,2.62821892349228,43.942929785245,1.76114140639024e-153,3.32586061433619e-153,340.605238645353
"COMTD1",4.03495767980299,3.96294699696062,43.9409810671915,1.78677256123266e-153,3.37377366279856e-153,340.478965346837
"SAMD4A",4.011560587154,4.27585364120418,43.9356170502499,1.85927163335849e-153,3.51015564797598e-153,340.441421136638
"JAZF1",4.00567817279432,3.89808918489059,43.9287073162473,1.95702375445368e-153,3.69416678765843e-153,340.390543638615
"TIMM8A",3.65981764162914,3.73220453982493,43.9134409144318,2.19164791304649e-153,4.13645276075203e-153,340.309291791062
"TWSG1",3.45295960942856,3.4387143141067,43.8945580743589,2.52121623329117e-153,4.75777902088818e-153,340.188487787547
"SGK1",5.66297561334348,5.78926099496737,43.8557518384686,3.36275954916527e-153,6.3449307373252e-153,339.784304582019
"THUMPD2",2.78263060851251,2.69736893618254,43.8043357753643,4.9265206637618e-153,9.29277035007618e-153,339.57104359268
"LLGL1",3.16844339352059,3.14203153643352,43.8032595753319,4.9660719834703e-153,9.36601464556038e-153,339.535880071269
"PIM1",4.69672929328096,4.81231482720323,43.8147385647453,4.5601099259229e-153,8.60286862405006e-153,339.494067096417
"ZNF236",2.78698421020044,2.84264185193495,43.7850902232691,5.68395629444817e-153,1.07183883252502e-152,339.427751058103
"NKIRAS1",3.35117679058743,3.56259581491945,43.7810324888059,5.85798701199301e-153,1.1043355686566e-152,339.354765275432
"ZNF333",2.35948333854088,2.30818717410413,43.7710196143363,6.31061509210358e-153,1.18931879554708e-152,339.340960904786
"PRPF18",2.12088347370014,2.106328508177,43.7676565456294,6.47037356908999e-153,1.21925045765774e-152,339.320420625053
"CX3CL1",4.45833852851887,4.86544121686249,43.783626531469,5.7461265263071e-153,1.08340512771705e-152,339.276813373775
"SRI",4.4744990564167,4.58256053075643,43.7732572833306,6.20651323044391e-153,1.16986919192707e-152,339.198460968146
"SLC38A6",3.22354201697378,2.91568943929826,43.7474813468655,7.517553910566e-153,1.41596044432952e-152,339.116722678231
"TYROBP",4.46329564581915,4.59395946404363,43.755637900937,7.07515645472399e-153,1.33301982993617e-152,339.068077036919
"CENPV",4.16742291622755,4.12617278340884,43.7487420947086,7.44740414378548e-153,1.40295093726925e-152,339.03974569679
"HLA-DMA",5.35256287150577,5.0946576555082,43.7366076501735,8.15073465162633e-153,1.5349998683392e-152,338.895744165649
"SPAG5",4.50103738689319,4.24357930877505,43.7122821010397,9.76753720989582e-153,1.83922003399909e-152,338.743059745135
"DBP",4.02568797930354,3.92688955160125,43.6547751812352,1.49860470024627e-152,2.82145248508239e-152,338.351920550506
"TRANK1",4.42978845893776,4.46092814238674,43.6201144002343,1.94004913238093e-152,3.65203914802596e-152,338.060876548261
"CORO7",2.91891247993066,2.78218089695709,43.5805430770125,2.60552687424434e-152,4.90405471243642e-152,337.897193542342
"RBM43",2.750023797093,2.79360957444219,43.5715538988594,2.78613427923579e-152,5.24246970217838e-152,337.840542866192
"STX3",3.91616543306071,4.00153484512022,43.5724938529331,2.76667621489786e-152,5.20661121618294e-152,337.748060153275
"KLF11",4.49965029761497,4.70990973554562,43.5712387193757,2.79268948653776e-152,5.25404293229986e-152,337.691724495112
"PARD6B",2.92421009888768,3.03243277685002,43.5380454593201,3.57713628126806e-152,6.72694307628558e-152,337.579986997692
"POLG2",2.96576648877486,2.88969275873731,43.5371207566763,3.60189764371814e-152,6.77252710278956e-152,337.570320467077
"SUV39H2",2.64002098839838,2.51239560004518,43.5328534076716,3.71841110165289e-152,6.99059134006457e-152,337.557710087658
"LBH",4.18303312182513,4.19394440834459,43.5414851296193,3.48651791268053e-152,6.55843107357793e-152,337.493236476155
"POC5",2.38033151901549,2.29404821250703,43.5222908096779,4.02331119859659e-152,7.56270698164335e-152,337.489026373139
"GBP4",4.46468766497142,4.4136524114107,43.5391531240906,3.54770004747901e-152,6.67255329711946e-152,337.454348831569
"PLIN5",5.16980950525677,4.99816231373095,43.4810102400298,5.47518053131919e-152,1.02903284457659e-151,336.990912375595
"BCKDHB",4.51909902600352,4.85709573837214,43.4644046103585,6.19798776661978e-152,1.16471230104314e-151,336.892629085275
"PHLPP2",3.08047548739672,3.02444482909551,43.4471896388281,7.04844595827467e-152,1.32414534442519e-151,336.890058531349
"BST2",6.64868895340254,6.6924682097349,43.4575605100165,6.52304174467608e-152,1.22561839030828e-151,336.848519910619
"PLEKHM3",3.05417814402775,3.18392761497949,43.4293843524949,8.0513040168895e-152,1.51210824681625e-151,336.759195962045
"GPR155",3.82070393859736,3.68390793230637,43.4378655943247,7.55692619636358e-152,1.41946486132736e-151,336.751705225391
"SLC12A6",2.98066561314886,3.09496294793693,43.4018857880425,9.88829616204638e-152,1.85630676866864e-151,336.559105587012
"SLC26A6",4.39429098374612,3.99149302182733,43.4151233710388,8.95674253648772e-152,1.68167146626234e-151,336.532731577982
"TIMP2",5.58157442146985,5.66548502159739,43.4176355310961,8.7901477872309e-152,1.65063113523377e-151,336.51649124359
"MPZL3",3.70385391282211,3.70317507276012,43.4006647553528,9.97896667401877e-152,1.87305738105914e-151,336.484783105789
"SURF2",3.45917869216933,3.51291102887554,43.3499923772057,1.45766949359205e-151,2.73526278186389e-151,336.129625637597
"MFGE8",4.07111326744738,4.01371382288846,43.3536468403888,1.41835810490565e-151,2.66188102722683e-151,336.098512853033
"GFER",2.76026243627456,2.7248389799492,43.33425487352,1.6398228735822e-151,3.07662231424617e-151,336.067903033245
"NAF1",2.25255465826194,2.37997971074584,43.3164882050813,1.87302286161086e-151,3.51364262656944e-151,335.95535496011
"TTLL4",4.21656219039983,3.94590659531235,43.3047646752377,2.04482432232191e-151,3.83537456296861e-151,335.720414861028
"ATP7B",4.42139387510445,4.48529063758344,43.3025230677642,2.07942943129618e-151,3.89971841505321e-151,335.687711419066
"NCAPG2",3.51994674733357,3.37392247745734,43.2900805151891,2.28246122558546e-151,4.27924410808119e-151,335.675090507941
"DCLRE1B",2.43123514241774,2.37330065424095,43.277407379998,2.5096909584327e-151,4.70390481702489e-151,335.65771648861
"PSAT1",6.17867021137083,6.21017660903428,43.3002024374596,2.11587282015669e-151,3.96749066060856e-151,335.652327847651
"KLB",6.30038854928378,5.87293261927611,43.2801932575675,2.45787084685387e-151,4.60744351733417e-151,335.506884970887
"KLKB1",6.06686985549711,6.31845138132505,43.2764667960336,2.52743283035424e-151,4.73647477168982e-151,335.470761263401
"ADAM17",2.83202979232949,2.91958343978645,43.2289882492546,3.60717011596539e-151,6.75895517184281e-151,335.275119995366
"TRAPPC10",3.24938404490123,3.42537325195925,43.2279987924865,3.63402011899446e-151,6.80828322062623e-151,335.235115693067
"SEMA6B",3.24858924400972,3.30588500141438,43.2145547328144,4.01932210786882e-151,7.5290546970853e-151,335.134440696622
